timestamp,meter_id,voltage,current,power,kwh,energy_kwh_cum,power_factor,pattern,energy_kwh,kwh_denoised,rolling_avg_power,deviation_from_normal,loss,anomaly_score,risk_level,prediction,risk_score,explanation,alert
2026-01-31 19:59:07,MTR-003,230.32,4.167,0.95974344,0.0005,72.608,0.93,fault,72.608,0.00075,3.7245633149999997,-48.65307218606285,,0.1609811132138485,,1,0.4,Power spike detected: 1.0kW (z-score: -4.75),True
2026-01-31 19:59:09,MTR-003,224.88,1.95,0.43851599999999996,0.0002,72.6083,0.981,fault,72.6083,0.00035,1.6331374275,-49.17429962606285,,0.14448401114063525,,1,0.4,Power spike detected: 0.4kW (z-score: -4.80),True
2026-01-31 19:59:11,MTR-003,232.8,0.374,0.0870672,0.0,72.6083,0.948,fault,72.6083,0.0001,0.822628815,-49.52574842606285,,0.19423688577415915,,1,0.4,Power spike detected: 0.1kW (z-score: -4.83),True
2026-01-31 19:59:13,MTR-003,227.41,0.23,0.052304300000000005,0.0,72.6083,0.957,fault,72.6083,0.0,0.384407735,-49.560511326062844,,0.18978348532962053,,1,0.4,Power spike detected: 0.1kW (z-score: -4.84),True
2026-01-31 19:59:15,MTR-003,228.08,0.237,0.05405496,0.0,72.6084,0.925,fault,72.6084,0.0,0.157985615,-49.558760666062845,,0.2081375979294876,,1,0.4,Power spike detected: 0.1kW (z-score: -4.84),True
2026-01-31 19:59:17,MTR-002,231.99,88425.393,20513.80692207,10.585,134.641,0.929,fault,134.641,10.585,17385.3462800325,19880.759396485548,,0.0009058204309633222,,1,0.4,Power spike detected: 20513.8kW (z-score: 6.04),True
2026-01-31 19:59:19,MTR-002,225.19,89796.595,20221.29522805,10.5852,145.2262,0.942,fault,145.2262,10.58505,19999.509987975,19588.247702465545,,0.021394968857807894,,1,0.4,Power spike detected: 20221.3kW (z-score: 5.95),True
2026-01-31 19:59:21,MTR-002,229.83,87582.37,20129.0560971,10.5851,155.8113,0.947,fault,155.8113,10.58505,20078.855182615,19496.008571515547,,0.06666355086681142,,1,0.4,Power spike detected: 20129.1kW (z-score: 5.93),True
2026-01-31 19:59:23,MTR-002,229.66,86401.732,19843.021771120002,10.585,166.3962,0.96,fault,166.3962,10.58505,20176.795004585,19209.974245535548,,0.06026085327763775,,1,0.4,Power spike detected: 19843.0kW (z-score: 5.84),True
2026-01-31 19:59:25,MTR-002,227.11,89090.296,20233.297124560002,10.585,176.9813,0.942,fault,176.9813,10.58505,20106.667555207503,19600.249598975548,,0.06736928500567796,,1,0.4,Power spike detected: 20233.3kW (z-score: 5.96),True
2026-01-31 19:59:25,MTR-001,223.11,96.831,21.60396441,0.0116,117.8125,0.963,fault,117.8125,0.0184,40.661671392500004,-28.81261446182994,,0.06655815268805165,,1,0.4,Power spike detected: 21.6kW (z-score: -4.73),True
2026-01-31 19:59:27,MTR-001,225.95,47.098,10.6417931,0.0057,117.8182,0.967,fault,117.8182,0.00865,31.9328971525,-39.77478577182994,,0.09394214763036268,,1,0.4,Power spike detected: 10.6kW (z-score: -6.53),True
2026-01-31 19:59:29,MTR-001,222.92,26.357,5.875502439999999,0.0032,117.8214,0.972,fault,117.8214,0.00445,21.7021577225,-44.54107643182994,,0.08440834429994315,,1,0.4,Power spike detected: 5.9kW (z-score: -7.31),True
2026-01-31 19:59:31,MTR-001,225.6,11.69,2.6372639999999996,0.0014,117.8228,0.979,fault,117.8228,0.0023,10.1896309875,-47.77931487182994,,0.1108104067318248,,1,0.4,Power spike detected: 2.6kW (z-score: -7.84),True
2026-01-31 19:59:33,MTR-001,231.8,5.629,1.3048022,0.0007,117.8235,0.961,fault,117.8235,0.00105,5.114840435,-49.11177667182994,,0.12010996784509281,,1,0.4,Power spike detected: 1.3kW (z-score: -8.06),True
2026-01-31 19:59:35,MTR-001,224.13,3.083,0.69099279,0.0004,117.8239,0.971,fault,117.8239,0.00055,2.6271403574999996,-49.72558608182994,,0.11035350067131372,,1,0.4,Power spike detected: 0.7kW (z-score: -8.16),True
2026-01-31 19:59:37,MTR-001,237.73,2.451,0.58267623,0.0003,117.8242,0.948,fault,117.8242,0.00035,1.3039338049999998,-49.833902641829944,,0.06563185541774819,,1,0.4,Power spike detected: 0.6kW (z-score: -8.18),True
2026-01-31 19:59:39,MTR-001,230.32,1.255,0.28905159999999996,0.0002,117.8243,0.971,fault,117.8243,0.00025,0.716880705,-50.12752727182994,,0.12188356902325759,,1,0.4,Power spike detected: 0.3kW (z-score: -8.23),True
2026-01-31 19:59:41,MTR-001,223.16,0.226,0.05043416,0.0,117.8244,0.991,fault,117.8244,0.00025,0.403288695,-50.36614471182994,,0.08947910275521931,,1,0.4,Power spike detected: 0.1kW (z-score: -8.27),True
2026-01-31 19:59:27,MTR-002,228.47,88561.391,20233.62100177,10.5851,187.5664,0.942,fault,187.5664,10.585,20109.7489986375,19600.573476185546,,0.05467124907360976,,1,0.4,Power spike detected: 20233.6kW (z-score: 5.96),True
2026-01-31 19:59:29,MTR-002,227.06,89435.997,20307.337478819998,10.585,198.1514,0.938,fault,198.1514,10.58505,20154.319344067502,19674.289953235544,,0.04950310787977519,,1,0.4,Power spike detected: 20307.3kW (z-score: 5.98),True
2026-01-31 19:59:31,MTR-002,227.55,88652.57,20172.892303500004,10.5851,208.7365,0.944,fault,208.7365,10.58505,20236.7869771625,19539.84477791555,,0.05692537134553588,,1,0.4,Power spike detected: 20172.9kW (z-score: 5.94),True
2026-01-31 19:59:33,MTR-003,222.74,0.597,0.13297578,0.0001,72.6088,0.944,fault,72.6088,0.0001,0.11829318749999998,-49.479839846062845,,0.14367974071774398,,1,0.4,Power spike detected: 0.1kW (z-score: -4.83),True
2026-01-31 19:59:35,MTR-002,231.46,85651.881,19824.984376259996,10.585,229.9065,0.961,fault,229.9065,10.585,19873.977574215,19191.93685067554,,0.051157761990836326,,1,0.4,Power spike detected: 19825.0kW (z-score: 5.83),True
2026-01-31 19:59:37,MTR-002,231.46,83794.944,19395.17773824,10.585,240.4915,0.982,fault,240.4915,10.585,19645.937639069998,18762.130212655546,,0.037274869821841694,,1,0.4,Power spike detected: 19395.2kW (z-score: 5.70),True
2026-01-31 19:59:39,MTR-002,230.79,84689.122,19545.40246638,10.585,251.0766,0.975,fault,251.0766,10.585,19489.06517979,18912.354940795547,,0.03331515166324639,,1,0.4,Power spike detected: 19545.4kW (z-score: 5.75),True
2026-01-31 19:59:35,MTR-003,232.77,0.992,0.23090784000000003,0.0001,72.6089,0.939,fault,72.6089,0.0001,0.16330104499999998,-49.38190778606285,,0.19624928797280278,,1,0.4,Power spike detected: 0.2kW (z-score: -4.82),True
2026-01-31 19:59:37,MTR-003,229.63,0.889,0.20414106999999998,0.0001,72.609,0.951,fault,72.609,0.0001,0.17004420999999997,-49.40867455606285,,0.19836963883979153,,1,0.4,Power spike detected: 0.2kW (z-score: -4.82),True
2026-01-31 19:59:39,MTR-003,233.51,0.609,0.14220759,0.0001,72.6091,0.941,fault,72.6091,0.0001,0.17755806999999998,-49.47060803606285,,0.19773471175665408,,1,0.4,Power spike detected: 0.1kW (z-score: -4.83),True
2026-01-31 19:59:41,MTR-003,225.88,0.621,0.14027148,0.0001,72.6092,0.94,fault,72.6092,0.0001,0.179381995,-49.472544146062845,,0.1754813354718125,,1,0.4,Power spike detected: 0.1kW (z-score: -4.83),True
2026-01-31 19:59:17,MTR-003,232.84,0.223,0.05192332,0.0,72.6084,0.962,fault,72.6084,0.0,0.061337445000000004,-49.56089230606285,,0.2078618233333832,,1,0.4,Power spike detected: 0.1kW (z-score: -4.84),True
2026-01-31 19:59:19,MTR-003,239.0,0.573,0.136947,0.0001,72.6085,0.947,fault,72.6085,0.0,0.073807395,-49.47586862606285,,0.13925899317201423,,1,0.4,Power spike detected: 0.1kW (z-score: -4.83),True
2026-01-31 19:59:21,MTR-003,228.99,0.323,0.07396377000000001,0.0,72.6085,0.973,fault,72.6085,0.0,0.0792222625,-49.53885185606285,,0.2080551569158286,,1,0.4,Power spike detected: 0.1kW (z-score: -4.83),True
2026-01-31 19:59:23,MTR-003,234.67,0.228,0.05350476,0.0,72.6085,0.935,fault,72.6085,0.0,0.0790847125,-49.559310866062845,,0.19981691011073455,,1,0.4,Power spike detected: 0.1kW (z-score: -4.84),True
2026-01-31 19:59:25,MTR-003,231.24,0.23,0.0531852,0.0,72.6086,0.941,fault,72.6086,0.0,0.0794001825,-49.559630426062846,,0.21096467881000563,,1,0.4,Power spike detected: 0.1kW (z-score: -4.84),True
2026-01-31 19:59:27,MTR-003,230.21,0.221,0.05087641,0.0,72.6086,0.982,fault,72.6086,0.0,0.057882535,-49.56193921606285,,0.20973039948251687,,1,0.4,Power spike detected: 0.1kW (z-score: -4.84),True
2026-01-31 19:59:29,MTR-003,235.91,0.751,0.17716841,0.0001,72.6087,0.95,fault,72.6087,5e-05,0.083683695,-49.43564721606285,,0.1710800013748595,,1,0.4,Power spike detected: 0.2kW (z-score: -4.82),True
2026-01-31 19:59:31,MTR-003,229.35,0.489,0.11215214999999999,0.0001,72.6087,0.945,fault,72.6087,0.0001,0.0983455425,-49.50066347606285,,0.20814165549379327,,1,0.4,Power spike detected: 0.1kW (z-score: -4.83),True
2026-02-01 11:25:48,MTR-010,,240.26,,132.371,0.0735,0.9312,normal,0.0735,132.287,,,,0.10787416679694112,,1,0.0,Normal operation,False
2026-02-01 11:25:50,MTR-010,,232.48,,132.27,0.0735,1.0047,normal,0.0735,132.287,,,,0.10787416679694112,,1,0.0,Normal operation,False
2026-02-01 11:25:52,MTR-010,,232.47,,64.459,0.0358,1.0405,normal,0.0358,98.3645,,,,0.10787416679694112,,1,0.0,Normal operation,False
2026-02-01 11:25:54,MTR-010,,225.61,,31.643,0.0176,1.0581,normal,0.0176,48.051,,,,0.10787416679694112,,1,0.0,Normal operation,False
2026-02-01 11:25:56,MTR-010,,229.92,,19.058,0.0106,1.0687,normal,0.0106,25.3505,,,,0.10787416679694112,,1,0.0,Normal operation,False
2026-02-01 11:25:58,MTR-010,,231.08,,7.519,0.0042,1.0729,normal,0.0042,13.288499999999999,,,,0.10787416679694112,,1,0.0,Normal operation,False
2026-02-01 11:26:00,MTR-010,,225.37,,3.226,0.0018,1.0747,normal,0.0018,5.3725000000000005,,,,0.12373664464764045,,1,0.0,Normal operation,False
2026-02-01 11:26:02,MTR-010,,237.07,,1.854,0.001,1.0757,normal,0.001,2.54,,,,0.13319736095723328,,1,0.0,Normal operation,False
2026-02-01 11:26:04,MTR-010,,226.71,,1.783,0.001,1.0767,normal,0.001,1.873,,,,0.12865231621380419,,1,0.0,Normal operation,False
2026-02-01 11:26:06,MTR-010,,232.38,,1.892,0.0011,1.0777,normal,0.0011,1.873,,,,0.12865231621380419,,1,0.0,Normal operation,False
2026-02-01 11:26:08,MTR-010,,227.25,,2.023,0.0011,1.0789,normal,0.0011,1.8984999999999999,,,,0.12865231621380419,,1,0.0,Normal operation,False
2026-02-01 11:26:10,MTR-010,,227.28,,1.905,0.0011,1.0799,normal,0.0011,1.964,,,,0.12865231621380419,,1,0.0,Normal operation,False
2026-02-01 11:26:12,MTR-010,,227.66,,2.07,0.0011,1.0811,normal,0.0011,2.0465,,,,0.13116593532021842,,1,0.0,Normal operation,False
2026-02-01 11:26:14,MTR-010,,224.49,,2.315,0.0013,1.0824,normal,0.0013,2.166,,,,0.13116593532021842,,1,0.0,Normal operation,False
2026-02-01 11:26:16,MTR-010,,229.89,,2.262,0.0013,1.0836,normal,0.0013,2.166,,,,0.13116593532021842,,1,0.0,Normal operation,False
2026-02-01 11:26:18,MTR-010,,227.42,,1.978,0.0011,1.0847,normal,0.0011,2.1525,,,,0.13116593532021842,,1,0.0,Normal operation,False
2026-01-31 19:59:13,MTR-001,232.78,200.601,46.69590078,0.025,117.6749,0.964,normal,117.6749,0.025050000000000003,46.13500021,-3.7206780918299387,,0.15558999731288886,,1,0.0,Normal operation,False
2026-01-31 19:59:15,MTR-001,230.77,208.931,48.21500687,0.0251,117.7,0.938,normal,117.7,0.025050000000000003,46.4807311125,-2.2015720018299376,,0.1640109988676225,,1,0.0,Normal operation,False
2026-01-31 19:59:17,MTR-001,225.47,208.409,46.989977229999994,0.0252,117.7252,0.965,normal,117.7252,0.02515,46.74774487,-3.426601641829947,,0.13481133912985982,,1,0.0,Normal operation,False
2026-01-31 19:59:19,MTR-001,225.98,201.597,45.55689006,0.0253,117.7505,1.0,normal,117.7505,0.02525,46.864443735,-4.85968881182994,,0.14469278570109312,,1,0.0,Normal operation,False
2026-01-31 19:59:21,MTR-001,226.56,206.561,46.798460160000005,0.0253,117.7758,0.971,normal,117.7758,0.02525,46.890083579999995,-3.6181187118299363,,0.14780939471659943,,1,0.0,Normal operation,False
2026-01-31 19:59:23,MTR-001,228.17,213.382,48.68737094,0.0252,117.8009,0.931,normal,117.8009,0.02525,47.0081745975,-1.72920793182994,,0.1597190696951204,,1,0.0,Normal operation,False
2026-02-01 10:55:56,MTR-001,223.16,229.24,51.1571984,0.096,0.0001,117.8246,normal,0.0001,0.048100000000000004,13.0198400975,0.7406195281700576,,0.04374586874714703,,1,0.0,Normal operation,False
2026-02-01 10:55:58,MTR-001,223.16,233.95,52.208282,0.313,0.0002,117.8247,normal,0.0002,0.20450000000000002,25.92624154,1.791703128170056,,0.05083166534616812,,1,0.0,Normal operation,False
2026-02-01 10:56:00,MTR-001,223.16,233.05,52.007438,0.493,0.0003,117.825,normal,0.0003,0.364,38.855838139999996,1.5908591281700595,,0.05820012924137841,,1,0.0,Normal operation,False
2026-02-01 10:56:02,MTR-001,223.16,229.59,51.235304400000004,0.415,0.0002,117.8252,normal,0.0002,0.364,51.6520557,0.8187255281700629,,0.051402772431241694,,1,0.0,Normal operation,False
2026-02-01 10:56:04,MTR-001,223.16,231.23,51.6012868,0.146,0.0001,117.8253,normal,0.0001,0.28049999999999997,51.7630778,1.1847079281700559,,0.05233284711085584,,1,0.0,Normal operation,False
2026-02-01 10:56:06,MTR-001,223.16,232.35,51.851226,0.078,0.0,117.8254,normal,0.0,0.11199999999999999,51.673813800000005,1.434647128170056,,0.052699277068133266,,1,0.0,Normal operation,False
2026-02-01 10:56:08,MTR-001,223.16,228.3,50.947428,0.05,0.0,117.8254,normal,0.0,0.064,51.4088113,0.5308491281700611,,0.052699277068133266,,1,0.0,Normal operation,False
2026-02-01 10:56:10,MTR-001,223.16,231.26,51.6079816,0.05,0.0,117.8254,normal,0.0,0.05,51.501980599999996,1.1914027281700612,,0.052699277068133266,,1,0.0,Normal operation,False
2026-02-01 10:56:12,MTR-001,223.16,232.12,51.7998992,0.05,0.0,117.8254,normal,0.0,0.05,51.5516337,1.3833203281700577,,0.052699277068133266,,1,0.0,Normal operation,False
2026-02-01 10:56:14,MTR-001,223.16,224.59,50.1195044,0.241,0.0001,117.8256,normal,0.0001,0.1455,51.1187033,-0.2970744718299443,,0.05540972012196477,,1,0.0,Normal operation,False
2026-02-01 10:56:16,MTR-001,223.16,232.58,51.9025528,0.267,0.0001,117.8257,normal,0.0001,0.1465,51.3574845,1.4859739281700612,,0.052699277068133266,,1,0.0,Normal operation,False
2026-02-01 10:56:18,MTR-001,223.16,224.04,49.9967664,0.052,0.0,117.8258,normal,0.0,0.1465,50.9546807,-0.4198124718299425,,0.05580308695018621,,1,0.0,Normal operation,False
2026-02-01 10:56:20,MTR-001,223.16,231.19,51.5923604,0.05,0.0,117.8258,normal,0.0,0.0755,50.902796,1.1757815281700559,,0.05540972012196477,,1,0.0,Normal operation,False
2026-02-01 10:56:22,MTR-001,223.16,232.52,51.889163200000006,0.099,0.0001,117.8258,normal,0.0001,0.0755,51.345210699999996,1.4725843281700648,,0.052699277068133266,,1,0.0,Normal operation,False
2026-02-01 10:56:24,MTR-001,223.16,227.99,50.878248400000004,0.179,0.0001,117.8259,normal,0.0001,0.139,51.0891346,0.4616695281700629,,0.05402181351264013,,1,0.0,Normal operation,False
2026-02-01 10:56:26,MTR-001,223.16,230.06,51.340189599999995,0.268,0.0001,117.8261,normal,0.0001,0.2235,51.424990400000006,0.9236107281700541,,0.051906251451154906,,1,0.0,Normal operation,False
2026-02-01 11:05:35,MTR-001,223.16,235.68,52.5943488,1.252,0.0007,120.6722,normal,0.0007,0.748,51.6754875,2.1777699281700578,,0.050542427229449016,,1,0.0,Normal operation,False
2026-02-01 11:05:37,MTR-001,223.16,230.45,51.42722199999999,1.228,0.0007,120.6729,normal,0.0007,1.24,51.5600022,1.0106431281700523,,0.04874403896447621,,1,0.0,Normal operation,False
2026-02-01 11:05:39,MTR-001,223.16,230.61,51.4629276,1.393,0.0008,120.6737,normal,0.0008,1.3225,51.706171999999995,1.0463487281700594,,0.04941552147328454,,1,0.0,Normal operation,False
2026-02-01 11:05:41,MTR-001,223.16,225.45,50.311422,1.531,0.0009,120.6745,normal,0.0009,1.4144999999999999,51.4489801,-0.10515687182994071,,0.048617766470374635,,1,0.0,Normal operation,False
2026-02-01 11:05:43,MTR-001,223.16,224.38,50.0726408,1.436,0.0008,120.6753,normal,0.0008,1.4834999999999998,50.8185531,-0.34393807182993896,,0.05594380369723573,,1,0.0,Normal operation,False
2026-02-01 11:05:45,MTR-001,223.16,228.66,51.0277656,1.554,0.0009,120.6762,normal,0.0009,1.536,50.718689000000005,0.6111867281700611,,0.054557249967918886,,1,0.0,Normal operation,False
2026-02-01 11:05:47,MTR-001,223.16,234.61,52.3555676,1.541,0.0009,120.677,normal,0.0009,1.5474999999999999,50.941849000000005,1.9389887281700595,,0.051677126703916554,,1,0.0,Normal operation,False
2026-02-01 11:05:49,MTR-001,223.16,233.58,52.1257128,1.757,0.001,120.678,normal,0.001,1.6555,51.39542170000001,1.7091339281700613,,0.049882430026447544,,1,0.0,Normal operation,False
2026-02-01 11:05:51,MTR-001,223.16,223.8,49.943208,1.916,0.0011,120.6791,normal,0.0011,1.8184999999999998,51.3630635,-0.47337087182994253,,0.05074594516017139,,1,0.0,Normal operation,False
2026-02-01 11:05:53,MTR-001,223.16,224.06,50.0012296,1.88,0.001,120.6801,normal,0.001,1.898,51.1064295,-0.41534927182993897,,0.052537841620928005,,1,0.0,Normal operation,False
2026-02-01 11:05:55,MTR-001,223.16,235.8,52.621128000000006,2.09,0.0012,120.6813,normal,0.0012,2.0025,51.1728196,2.204549128170065,,0.04854836999793377,,1,0.0,Normal operation,False
2026-02-01 11:05:57,MTR-001,223.16,230.76,51.4964016,2.089,0.0012,120.6824,normal,0.0012,1.9845,51.0154918,1.0798227281700576,,0.04854836999793377,,1,0.0,Normal operation,False
2026-02-01 11:05:59,MTR-001,223.16,230.84,51.5142544,0.539,0.0003,120.6827,normal,0.0003,1.314,51.4082534,1.0976755281700576,,0.04941552147328454,,1,0.0,Normal operation,False
2026-02-01 11:06:01,MTR-001,223.16,237.13,52.91793079999999,0.254,0.0001,120.6829,normal,0.0001,0.3965,52.1374287,2.5013519281700525,,0.051402772431241694,,1,0.0,Normal operation,False
2026-02-01 11:06:03,MTR-001,223.16,232.58,51.9025528,0.074,0.0,120.6829,normal,0.0,0.17149999999999999,51.9577849,1.4859739281700612,,0.050975456672807784,,1,0.0,Normal operation,False
2026-02-01 11:06:05,MTR-001,223.16,229.18,51.1438088,0.089,0.0,120.683,normal,0.0,0.08149999999999999,51.8696367,0.7272299281700612,,0.052699277068133266,,1,0.0,Normal operation,False
2026-02-01 11:06:07,MTR-001,223.16,232.11,51.797667600000004,0.05,0.0,120.683,normal,0.0,0.073,51.94049,1.381088728170063,,0.052699277068133266,,1,0.0,Normal operation,False
2026-02-01 11:06:09,MTR-001,223.16,232.08,51.790972800000006,0.072,0.0,120.683,normal,0.0,0.08049999999999999,51.658750500000004,1.3743939281700648,,0.052699277068133266,,1,0.0,Normal operation,False
2026-02-01 11:06:11,MTR-001,223.16,229.37,51.1862092,0.248,0.0001,120.6832,normal,0.0001,0.16,51.47966460000001,0.7696303281700594,,0.050975456672807784,,1,0.0,Normal operation,False
2026-02-01 11:06:13,MTR-001,223.16,226.36,50.514497600000006,0.449,0.0002,120.6834,normal,0.0002,0.34850000000000003,51.3223368,0.09791872817006464,,0.05233284711085584,,1,0.0,Normal operation,False
2026-02-01 11:06:15,MTR-001,223.16,232.32,51.8445312,0.63,0.0003,120.6838,normal,0.0003,0.5395,51.3340527,1.4279523281700577,,0.050542427229449016,,1,0.0,Normal operation,False
2026-02-01 11:06:17,MTR-001,223.16,233.3,52.063228,0.74,0.0004,120.6842,normal,0.0004,0.644,51.402116500000005,1.6466491281700613,,0.050542427229449016,,1,0.0,Normal operation,False
2026-02-01 11:06:19,MTR-001,223.16,237.74,53.0540584,0.658,0.0004,120.6845,normal,0.0004,0.6990000000000001,51.8690788,2.6374795281700614,,0.050542427229449016,,1,0.0,Normal operation,False
2026-02-01 11:06:21,MTR-001,223.16,226.06,50.447549599999995,1.105,0.0006,120.6852,normal,0.0006,0.8240000000000001,51.8523418,0.030970728170053974,,0.05193912515676358,,1,0.0,Normal operation,False
2026-02-01 11:06:23,MTR-001,223.16,224.57,50.1150412,0.908,0.0005,120.6857,normal,0.0005,0.903,51.4199693,-0.30153767182994073,,0.05193912515676358,,1,0.0,Normal operation,False
2026-02-01 11:06:25,MTR-001,223.16,231.11,51.574507600000004,0.898,0.0005,120.6862,normal,0.0005,0.922,51.2977892,1.157928728170063,,0.050542427229449016,,1,0.0,Normal operation,False
2026-02-01 11:06:27,MTR-001,223.16,232.27,51.833373200000004,0.936,0.0005,120.6867,normal,0.0005,0.903,50.992617900000006,1.416794328170063,,0.051870144204894886,,1,0.0,Normal operation,False
2026-02-01 11:06:29,MTR-001,223.16,232.45,51.87354199999999,0.723,0.0004,120.6871,normal,0.0004,0.8105,51.349116,1.4569631281700524,,0.050542427229449016,,1,0.0,Normal operation,False
2026-02-01 11:06:31,MTR-001,223.16,226.14,50.4654024,0.677,0.0004,120.6875,normal,0.0004,0.7,51.4367063,0.04882352817006108,,0.05193912515676358,,1,0.0,Normal operation,False
2026-02-01 11:06:33,MTR-001,223.16,228.03,50.887174800000004,0.637,0.0004,120.6878,normal,0.0004,0.658,51.2648731,0.4705959281700629,,0.051870144204894886,,1,0.0,Normal operation,False
2026-02-01 11:06:35,MTR-001,223.16,237.02,52.8933832,0.639,0.0004,120.6882,normal,0.0004,0.638,51.5298756,2.4768043281700614,,0.050542427229449016,,1,0.0,Normal operation,False
2026-02-01 11:06:37,MTR-001,223.16,232.02,51.7775832,0.631,0.0004,120.6885,normal,0.0004,0.6355,51.5058859,1.3610043281700612,,0.050542427229449016,,1,0.0,Normal operation,False
2026-02-01 11:06:39,MTR-001,223.16,228.69,51.03446039999999,0.634,0.0004,120.6889,normal,0.0004,0.6325000000000001,51.648150400000006,0.6178815281700523,,0.050542427229449016,,1,0.0,Normal operation,False
2026-02-01 11:06:41,MTR-001,223.16,228.58,51.0099128,0.476,0.0003,120.6891,normal,0.0003,0.6325000000000001,51.6788349,0.5933339281700611,,0.050542427229449016,,1,0.0,Normal operation,False
2026-02-01 11:06:43,MTR-001,223.16,228.81,51.0612396,0.849,0.0005,120.6896,normal,0.0005,0.7415,51.220799,0.6446607281700594,,0.051870144204894886,,1,0.0,Normal operation,False
2026-02-01 11:06:45,MTR-001,223.16,232.84,51.9605744,0.865,0.0005,120.6901,normal,0.0005,0.857,51.2665468,1.5439955281700577,,0.051870144204894886,,1,0.0,Normal operation,False
2026-02-01 11:06:47,MTR-001,223.16,231.76,51.71956159999999,0.975,0.0005,120.6906,normal,0.0005,0.857,51.4378221,1.3029827281700506,,0.050542427229449016,,1,0.0,Normal operation,False
2026-02-01 11:06:49,MTR-001,223.16,231.96,51.7641936,0.827,0.0005,120.6911,normal,0.0005,0.9199999999999999,51.6263923,1.3476147281700577,,0.050542427229449016,,1,0.0,Normal operation,False
2026-02-01 11:06:51,MTR-001,223.16,227.35,50.735426,1.044,0.0006,120.6917,normal,0.0006,1.0095,51.5449389,0.3188471281700558,,0.04874403896447621,,1,0.0,Normal operation,False
2026-02-01 11:06:53,MTR-001,223.16,231.28,51.6124448,1.155,0.0006,120.6923,normal,0.0006,1.0995,51.45790649999999,1.1958659281700577,,0.04874403896447621,,1,0.0,Normal operation,False
2026-02-01 11:06:55,MTR-001,223.16,227.92,50.8626272,1.238,0.0007,120.693,normal,0.0007,1.1965,51.24367289999999,0.4460483281700576,,0.050076075483118654,,1,0.0,Normal operation,False
2026-02-01 11:06:57,MTR-001,223.16,235.05,52.453758,1.53,0.0008,120.6938,normal,0.0008,1.384,51.416064,2.0371791281700595,,0.04941552147328454,,1,0.0,Normal operation,False
