timestamp,transformer_id,transformer_load,power
2026-02-01 11:07:33,TX-001,4.636,4.636
2026-02-01 11:07:35,TX-001,4.511,4.511
2026-02-01 11:07:37,TX-001,4.704,4.704
2026-02-01 11:07:39,TX-001,4.768,4.768
2026-02-01 11:07:41,TX-001,5.121,5.121
2026-02-01 11:07:43,TX-001,5.128,5.128
2026-02-01 11:07:45,TX-001,4.782,4.782
2026-02-01 11:07:47,TX-001,4.473,4.473
2026-02-01 11:07:49,TX-001,4.284,4.284
2026-02-01 11:07:51,TX-001,4.464,4.464
2026-02-01 11:07:53,TX-001,4.553,4.553
2026-02-01 11:07:55,TX-001,4.78,4.78
2026-02-01 11:07:57,TX-001,4.675,4.675
2026-02-01 11:07:59,TX-001,4.666,4.666
2026-02-01 11:08:01,TX-001,4.957,4.957
2026-02-01 11:08:03,TX-001,5.383,5.383
2026-02-01 11:08:05,TX-001,5.516,5.516
2026-02-01 11:08:07,TX-001,5.387,5.387
2026-02-01 11:08:09,TX-001,5.571,5.571
2026-02-01 11:08:11,TX-001,5.085,5.085
2026-02-01 11:08:13,TX-001,4.582,4.582
2026-02-01 11:08:15,TX-001,4.418,4.418
2026-02-01 11:08:17,TX-001,4.535,4.535
2026-02-01 11:08:19,TX-001,4.436,4.436
2026-02-01 11:08:21,TX-001,4.701,4.701
2026-02-01 11:08:23,TX-001,4.834,4.834
2026-02-01 11:08:25,TX-001,4.705,4.705
2026-02-01 11:08:27,TX-001,4.962,4.962
2026-02-01 11:08:29,TX-001,4.933,4.933
2026-02-01 11:08:31,TX-001,5.203,5.203
2026-02-01 11:08:33,TX-001,4.97,4.97
2026-02-01 11:08:35,TX-001,5.221,5.221
2026-02-01 11:08:37,TX-001,4.939,4.939
2026-02-01 11:08:39,TX-001,5.18,5.18
2026-02-01 11:08:41,TX-001,5.278,5.278
2026-02-01 11:08:43,TX-001,5.492,5.492
2026-02-01 11:08:45,TX-001,5.438,5.438
2026-02-01 11:08:47,TX-001,6.035,6.035
2026-02-01 11:08:49,TX-001,6.79,6.79
2026-02-01 11:08:51,TX-001,8.192,8.192
2026-02-01 11:08:53,TX-001,12.189,12.189
2026-02-01 11:08:55,TX-001,23.368,23.368
2026-02-01 11:08:57,TX-001,60.066,60.066
2026-02-01 11:08:59,TX-001,123.301,123.301
2026-02-01 11:09:01,TX-001,376.942,376.942
2026-02-01 11:09:03,TX-001,1098.028,1098.028
2026-02-01 11:09:05,TX-001,1098.897,1098.897
2026-02-01 11:09:07,TX-001,1096.186,1096.186
2026-02-01 11:09:09,TX-001,1095.356,1095.356
2026-02-01 11:09:11,TX-001,1094.466,1094.466
2026-02-01 11:09:13,TX-001,1094.255,1094.255
2026-02-01 11:09:15,TX-001,326.126,326.126
2026-02-01 11:09:17,TX-001,103.25,103.25
2026-02-01 11:09:19,TX-001,41.852,41.852
2026-02-01 11:09:21,TX-001,18.432,18.432
2026-02-01 11:09:23,TX-001,7.281,7.281
2026-02-01 11:09:25,TX-001,3.649,3.649
2026-02-01 11:09:27,TX-001,3.806,3.806
2026-02-01 11:09:29,TX-001,3.679,3.679
2026-02-01 11:09:31,TX-001,4.143,4.143
2026-02-01 11:09:33,TX-001,3.961,3.961
2026-02-01 11:09:35,TX-001,4.266,4.266
2026-02-01 11:09:37,TX-001,4.032,4.032
2026-02-01 11:09:39,TX-001,3.818,3.818
2026-02-01 11:09:41,TX-001,4.018,4.018
2026-02-01 11:09:43,TX-001,4.362,4.362
2026-02-01 11:09:45,TX-001,4.559,4.559
2026-02-01 11:09:47,TX-001,4.788,4.788
2026-02-01 11:09:49,TX-001,4.899,4.899
2026-02-01 11:09:51,TX-001,4.661,4.661
2026-02-01 11:09:53,TX-001,4.545,4.545
2026-02-01 11:09:55,TX-001,4.56,4.56
2026-02-01 11:09:57,TX-001,4.539,4.539
2026-02-01 11:13:27,TX-001,20.465,20.465
2026-02-01 11:13:29,TX-001,20.055,20.055
2026-02-01 11:13:31,TX-001,20.044,20.044
2026-02-01 11:13:33,TX-001,16.125,16.125
2026-02-01 11:13:35,TX-001,14.559,14.559
2026-02-01 11:13:37,TX-001,12.33,12.33
2026-02-01 11:13:39,TX-001,12.244,12.244
2026-02-01 11:13:41,TX-001,12.274,12.274
2026-02-01 11:13:43,TX-001,12.35,12.35
2026-02-01 11:13:45,TX-001,12.398,12.398
2026-02-01 11:13:47,TX-001,12.398,12.398
2026-02-01 11:13:49,TX-001,12.802,12.802
2026-02-01 11:13:51,TX-001,12.722,12.722
2026-02-01 11:13:53,TX-001,12.806,12.806
2026-02-01 11:13:55,TX-001,12.943,12.943
2026-02-01 11:13:57,TX-001,12.979,12.979
2026-02-01 11:13:59,TX-001,13.254,13.254
2026-02-01 11:14:01,TX-001,12.675,12.675
2026-02-01 11:14:03,TX-001,12.795,12.795
2026-02-01 11:14:05,TX-001,13.272,13.272
2026-02-01 11:14:07,TX-001,13.198,13.198
2026-02-01 11:14:09,TX-001,13.126,13.126
2026-02-01 11:14:11,TX-001,12.905,12.905
2026-02-01 11:14:13,TX-001,12.926,12.926
2026-02-01 11:14:15,TX-001,13.301,13.301
2026-02-01 11:14:17,TX-001,13.385,13.385
2026-02-01 11:14:19,TX-001,13.339,13.339
2026-02-01 11:14:21,TX-001,13.937,13.937
2026-02-01 11:14:23,TX-001,16.801,16.801
2026-02-01 11:14:25,TX-001,22.226,22.226
2026-02-01 11:14:27,TX-001,34.679,34.679
2026-02-01 11:14:29,TX-001,62.751,62.751
2026-02-01 11:14:31,TX-001,140.056,140.056
2026-02-01 11:14:33,TX-001,139.767,139.767
2026-02-01 11:14:35,TX-001,139.864,139.864
2026-02-01 11:14:37,TX-001,139.543,139.543
2026-02-01 11:14:39,TX-001,139.403,139.403
2026-02-01 11:14:41,TX-001,139.139,139.139
2026-02-01 11:14:43,TX-001,139.241,139.241
2026-02-01 11:14:45,TX-001,139.648,139.648
2026-02-01 11:14:47,TX-001,139.992,139.992
2026-02-01 11:14:49,TX-001,140.44,140.44
2026-02-01 11:14:51,TX-001,167.628,167.628
2026-02-01 11:14:53,TX-001,227.806,227.806
2026-02-01 11:14:55,TX-001,446.305,446.305
2026-02-01 11:14:57,TX-001,810.185,810.185
2026-02-01 11:14:59,TX-001,1870.355,1870.355
2026-02-01 11:15:01,TX-001,4207.043,4207.043
2026-02-01 11:15:03,TX-001,12147.402,12147.402
2026-02-01 11:15:05,TX-001,38394.309,38394.309
2026-02-01 11:15:07,TX-001,16410.601,16410.601
2026-02-01 11:15:09,TX-001,8730.523,8730.523
2026-02-01 11:15:11,TX-001,4193.892,4193.892
2026-02-01 11:15:13,TX-001,1235.028,1235.028
2026-02-01 11:15:15,TX-001,625.878,625.878
2026-02-01 11:15:17,TX-001,352.938,352.938
2026-02-01 11:15:19,TX-001,353.009,353.009
2026-02-01 11:15:21,TX-001,353.23,353.23
2026-02-01 11:15:23,TX-001,353.092,353.092
2026-02-01 11:15:25,TX-001,353.233,353.233
2026-02-01 11:15:27,TX-001,355.512,355.512
2026-02-01 11:15:29,TX-001,364.357,364.357
2026-02-01 11:15:31,TX-001,382.987,382.987
2026-02-01 11:15:33,TX-001,440.786,440.786
2026-02-01 11:15:35,TX-001,551.876,551.876
2026-02-01 11:15:37,TX-001,552.168,552.168
2026-02-01 11:15:39,TX-001,552.235,552.235
2026-02-01 11:15:41,TX-001,552.498,552.498
2026-02-01 11:15:43,TX-001,818.172,818.172
2026-02-01 11:15:45,TX-001,1380.947,1380.947
2026-02-01 11:15:47,TX-001,2938.572,2938.572
2026-02-01 11:15:49,TX-001,4952.607,4952.607
2026-02-01 11:15:51,TX-001,9449.208,9449.208
2026-02-01 11:15:53,TX-001,5627.649,5627.649
2026-02-01 11:15:55,TX-001,2390.19,2390.19
2026-02-01 11:15:57,TX-001,1037.094,1037.094
2026-02-01 11:15:59,TX-001,586.76,586.76
2026-02-01 11:16:01,TX-001,517.551,517.551
2026-02-01 11:16:03,TX-001,449.596,449.596
2026-02-01 11:16:05,TX-001,431.843,431.843
2026-02-01 11:16:07,TX-001,732.755,732.755
2026-02-01 11:16:09,TX-001,1618.997,1618.997
2026-02-01 11:16:11,TX-001,2776.05,2776.05
2026-02-01 11:16:13,TX-001,7145.684,7145.684
2026-02-01 11:16:15,TX-001,21604.88,21604.88
2026-02-01 11:16:17,TX-001,65520.317,65520.317
2026-02-01 11:16:19,TX-001,27199.634,27199.634
2026-02-01 11:16:21,TX-001,10923.558,10923.558
2026-02-01 11:16:23,TX-001,4503.163,4503.163
2026-02-01 11:16:25,TX-001,2081.15,2081.15
2026-02-01 11:16:27,TX-001,2081.232,2081.232
2026-02-01 11:16:29,TX-001,2081.461,2081.461
2026-02-01 11:16:31,TX-001,2081.237,2081.237
2026-02-01 11:16:33,TX-001,2081.336,2081.336
2026-02-01 11:16:35,TX-001,2081.231,2081.231
2026-02-01 11:16:37,TX-001,2081.317,2081.317
2026-02-01 11:16:39,TX-001,2081.554,2081.554
2026-02-01 11:16:41,TX-001,2081.153,2081.153
2026-02-01 11:16:43,TX-001,2081.199,2081.199
2026-02-01 11:16:45,TX-001,2076.045,2076.045
2026-02-01 11:16:47,TX-001,2074.125,2074.125
2026-02-01 11:16:49,TX-001,2073.236,2073.236
2026-02-01 11:16:51,TX-001,1917.959,1917.959
2026-02-01 11:16:53,TX-001,1883.158,1883.158
2026-02-01 11:16:55,TX-001,1857.436,1857.436
2026-02-01 11:16:57,TX-001,1851.85,1851.85
2026-02-01 11:16:59,TX-001,1850.902,1850.902
2026-02-01 11:17:01,TX-001,1851.017,1851.017
2026-02-01 11:17:03,TX-001,1852.589,1852.589
2026-02-01 11:17:05,TX-001,1856.148,1856.148
2026-02-01 11:17:07,TX-001,940.353,940.353
2026-02-01 11:17:09,TX-001,396.578,396.578
2026-02-01 11:17:11,TX-001,237.497,237.497
2026-02-01 11:17:13,TX-001,102.846,102.846
2026-02-01 11:17:15,TX-001,54.005,54.005
2026-02-01 11:17:17,TX-001,22.742,22.742
2026-02-01 11:17:19,TX-001,11.444,11.444
2026-02-01 11:17:21,TX-001,11.006,11.006
2026-02-01 11:17:23,TX-001,10.992,10.992
2026-02-01 11:17:25,TX-001,11.165,11.165
2026-02-01 11:17:27,TX-001,11.468,11.468
2026-02-01 11:17:29,TX-001,11.314,11.314
2026-02-01 11:17:31,TX-001,10.984,10.984
2026-02-01 11:17:33,TX-001,11.527,11.527
2026-02-01 11:17:35,TX-001,12.054,12.054
2026-02-01 11:17:37,TX-001,13.824,13.824
2026-02-01 11:17:39,TX-001,19.347,19.347
2026-02-01 11:17:41,TX-001,28.605,28.605
2026-02-01 11:17:43,TX-001,58.765,58.765
2026-02-01 11:17:45,TX-001,100.822,100.822
2026-02-01 11:17:47,TX-001,237.239,237.239
2026-02-01 11:17:49,TX-001,237.433,237.433
2026-02-01 11:17:51,TX-001,237.735,237.735
2026-02-01 11:17:53,TX-001,237.935,237.935
2026-02-01 11:17:55,TX-001,238.01,238.01
2026-02-01 11:17:57,TX-001,238.401,238.401
2026-02-01 11:17:59,TX-001,238.007,238.007
2026-02-01 11:18:01,TX-001,238.207,238.207
2026-02-01 11:18:03,TX-001,238.093,238.093
2026-02-01 11:18:05,TX-001,238.484,238.484
2026-02-01 11:18:07,TX-001,238.263,238.263
2026-02-01 11:18:09,TX-001,238.133,238.133
2026-02-01 11:18:11,TX-001,238.291,238.291
2026-02-01 11:18:13,TX-001,238.232,238.232
2026-02-01 11:18:15,TX-001,238.341,238.341
2026-02-01 11:18:17,TX-001,238.356,238.356
2026-02-01 11:18:19,TX-001,238.557,238.557
2026-02-01 11:18:21,TX-001,238.271,238.271
2026-02-01 11:18:23,TX-001,237.829,237.829
2026-02-01 11:18:25,TX-001,237.907,237.907
2026-02-01 11:18:27,TX-001,135.561,135.561
2026-02-01 11:18:29,TX-001,56.126,56.126
2026-02-01 11:18:31,TX-001,32.737,32.737
2026-02-01 11:18:33,TX-001,16.548,16.548
2026-02-01 11:18:35,TX-001,12.397,12.397
2026-02-01 11:18:37,TX-001,10.8,10.8
2026-02-01 11:18:39,TX-001,10.66,10.66
2026-02-01 11:18:41,TX-001,10.585,10.585
2026-02-01 11:18:43,TX-001,11.014,11.014
2026-02-01 11:18:45,TX-001,11.325,11.325
2026-02-01 11:18:47,TX-001,11.615,11.615
2026-02-01 11:18:49,TX-001,12.191,12.191
2026-02-01 11:18:51,TX-001,26.039,26.039
2026-02-01 11:18:53,TX-001,60.66,60.66
2026-02-01 11:18:55,TX-001,186.927,186.927
2026-02-01 11:18:57,TX-001,488.989,488.989
2026-02-01 11:18:59,TX-001,901.697,901.697
2026-02-01 11:19:01,TX-001,1979.469,1979.469
2026-02-01 11:19:03,TX-001,6256.527,6256.527
2026-02-01 11:19:05,TX-001,12426.717,12426.717
2026-02-01 11:19:07,TX-001,12427.348,12427.348
2026-02-01 11:19:09,TX-001,12427.575,12427.575
2026-02-01 11:19:11,TX-001,12428.008,12428.008
2026-02-01 11:19:13,TX-001,12427.717,12427.717
2026-02-01 11:19:15,TX-001,12427.979,12427.979
2026-02-01 11:19:17,TX-001,12428.395,12428.395
2026-02-01 11:19:19,TX-001,12428.482,12428.482
2026-02-01 11:19:21,TX-001,12428.647,12428.647
2026-02-01 11:19:23,TX-001,12428.433,12428.433
2026-02-01 11:19:25,TX-001,12428.826,12428.826
2026-02-01 11:19:27,TX-001,12429.085,12429.085
2026-02-01 11:19:29,TX-001,12429.456,12429.456
2026-02-01 11:19:31,TX-001,12429.915,12429.915
2026-02-01 11:19:33,TX-001,12430.198,12430.198
2026-02-01 11:19:35,TX-001,12432.799,12432.799
2026-02-01 11:19:37,TX-001,12436.044,12436.044
2026-02-01 11:19:39,TX-001,12446.972,12446.972
2026-02-01 11:19:41,TX-001,12463.536,12463.536
2026-02-01 11:19:43,TX-001,12532.96,12532.96
2026-02-01 11:19:45,TX-001,12618.389,12618.389
2026-02-01 11:19:47,TX-001,12900.455,12900.455
2026-02-01 11:19:49,TX-001,12704.742,12704.742
2026-02-01 11:19:51,TX-001,12576.407,12576.407
2026-02-01 11:19:53,TX-001,12511.923,12511.923
2026-02-01 11:19:55,TX-001,12451.954,12451.954
2026-02-01 11:19:57,TX-001,12441.867,12441.867
2026-02-01 11:19:59,TX-001,12433.525,12433.525
2026-02-01 11:20:01,TX-001,12431.271,12431.271
2026-02-01 11:20:03,TX-001,12431.099,12431.099
2026-02-01 11:20:05,TX-001,12430.985,12430.985
2026-02-01 11:20:07,TX-001,12430.933,12430.933
2026-02-01 11:20:09,TX-001,12430.962,12430.962
2026-02-01 11:20:11,TX-001,12430.8,12430.8
2026-02-01 11:20:13,TX-001,12430.63,12430.63
2026-02-01 11:20:15,TX-001,12429.217,12429.217
2026-02-01 11:20:17,TX-001,12429.628,12429.628
2026-02-01 11:20:19,TX-001,12429.437,12429.437
2026-02-01 11:20:21,TX-001,12429.782,12429.782
2026-02-01 11:20:23,TX-001,12429.839,12429.839
2026-02-01 11:20:25,TX-001,12430.015,12430.015
2026-02-01 11:20:27,TX-001,12430.044,12430.044
2026-02-01 11:20:29,TX-001,12430.234,12430.234
2026-02-01 11:20:31,TX-001,12430.501,12430.501
2026-02-01 11:20:33,TX-001,12431.148,12431.148
2026-02-01 11:20:35,TX-001,12431.495,12431.495
2026-02-01 11:20:37,TX-001,12431.408,12431.408
2026-02-01 11:20:39,TX-001,12431.474,12431.474
2026-02-01 11:20:41,TX-001,12431.353,12431.353
2026-02-01 11:20:43,TX-001,12432.052,12432.052
2026-02-01 11:20:45,TX-001,12432.316,12432.316
2026-02-01 11:20:47,TX-001,12432.476,12432.476
2026-02-01 11:20:49,TX-001,12432.804,12432.804
2026-02-01 11:20:51,TX-001,12432.994,12432.994
2026-02-01 11:20:53,TX-001,12433.153,12433.153
2026-02-01 11:20:55,TX-001,12433.634,12433.634
2026-02-01 11:20:57,TX-001,12433.648,12433.648
2026-02-01 11:20:59,TX-001,12433.053,12433.053
2026-02-01 11:21:01,TX-001,12433.045,12433.045
2026-02-01 11:21:03,TX-001,4919.79,4919.79
2026-02-01 11:21:05,TX-001,2838.422,2838.422
2026-02-01 11:21:07,TX-001,1059.799,1059.799
2026-02-01 11:21:09,TX-001,452.921,452.921
2026-02-01 11:21:11,TX-001,453.129,453.129
2026-02-01 11:21:13,TX-001,453.27,453.27
2026-02-01 11:21:15,TX-001,451.275,451.275
2026-02-01 11:22:38,TX-001,2007.169,2007.169
2026-02-01 11:22:40,TX-001,2015.312,2015.312
2026-02-01 11:22:42,TX-001,2040.533,2040.533
2026-02-01 11:22:44,TX-001,2090.603,2090.603
2026-02-01 11:22:46,TX-001,2255.61,2255.61
2026-02-01 11:22:48,TX-001,2766.564,2766.564
2026-02-01 11:22:50,TX-001,4129.523,4129.523
2026-02-01 11:22:52,TX-001,8720.926,8720.926
2026-02-01 11:22:54,TX-001,5782.997,5782.997
2026-02-01 11:22:56,TX-001,2999.473,2999.473
2026-02-01 11:22:58,TX-001,2491.07,2491.07
2026-02-01 11:23:00,TX-001,2175.579,2175.579
2026-02-01 11:23:02,TX-001,2067.639,2067.639
2026-02-01 11:23:04,TX-001,2030.867,2030.867
2026-02-01 11:23:06,TX-001,2029.328,2029.328
2026-02-01 11:23:08,TX-001,2059.444,2059.444
2026-02-01 11:23:10,TX-001,2059.39,2059.39
2026-02-01 11:23:12,TX-001,2059.534,2059.534
2026-02-01 11:23:14,TX-001,2059.704,2059.704
2026-02-01 11:23:16,TX-001,2055.849,2055.849
2026-02-01 11:23:18,TX-001,2071.514,2071.514
2026-02-01 11:23:20,TX-001,2087.604,2087.604
2026-02-01 11:23:22,TX-001,2147.309,2147.309
2026-02-01 11:23:24,TX-001,2324.584,2324.584
2026-02-01 11:23:26,TX-001,2813.1,2813.1
2026-02-01 11:23:28,TX-001,4368.692,4368.692
2026-02-01 11:23:30,TX-001,3292.205,3292.205
2026-02-01 11:23:32,TX-001,2392.896,2392.896
2026-02-01 11:23:34,TX-001,2258.224,2258.224
2026-02-01 11:23:36,TX-001,2356.23,2356.23
2026-02-01 11:23:38,TX-001,2301.878,2301.878
2026-02-01 11:23:40,TX-001,2301.63,2301.63
2026-02-01 11:23:42,TX-001,2301.853,2301.853
2026-02-01 11:23:44,TX-001,2302.076,2302.076
2026-02-01 11:23:46,TX-001,2539.804,2539.804
2026-02-01 11:23:48,TX-001,3048.597,3048.597
2026-02-01 11:23:50,TX-001,4983.726,4983.726
2026-02-01 11:23:52,TX-001,8623.896,8623.896
2026-02-01 11:23:54,TX-001,18351.423,18351.423
2026-02-01 11:23:56,TX-001,34407.231,34407.231
2026-02-01 11:23:58,TX-001,10694.526,10694.526
2026-02-01 11:24:00,TX-001,8102.227,8102.227
2026-02-01 11:24:02,TX-001,16525.278,16525.278
2026-02-01 11:24:04,TX-001,45555.359,45555.359
2026-02-01 11:24:06,TX-001,26897.08,26897.08
2026-02-01 11:24:08,TX-001,13363.317,13363.317
2026-02-01 11:24:10,TX-001,3658.393,3658.393
2026-02-01 11:24:12,TX-001,1061.118,1061.118
2026-02-01 11:24:14,TX-001,510.961,510.961
2026-02-01 11:24:16,TX-001,245.876,245.876
2026-02-01 11:24:18,TX-001,163.253,163.253
2026-02-01 11:24:20,TX-001,78.621,78.621
2026-02-01 11:24:22,TX-001,61.924,61.924
2026-02-01 11:24:24,TX-001,58.419,58.419
2026-02-01 11:24:26,TX-001,63.642,63.642
2026-02-01 11:24:28,TX-001,57.632,57.632
2026-02-01 11:24:30,TX-001,51.853,51.853
2026-02-01 11:24:32,TX-001,48.199,48.199
2026-02-01 11:24:34,TX-001,40.001,40.001
2026-02-01 11:24:36,TX-001,37.848,37.848
2026-02-01 11:24:38,TX-001,37.81,37.81
2026-02-01 11:24:40,TX-001,38.381,38.381
2026-02-01 11:24:42,TX-001,37.654,37.654
2026-02-01 11:24:44,TX-001,38.517,38.517
2026-02-01 11:24:46,TX-001,39.892,39.892
2026-02-01 11:24:48,TX-001,43.143,43.143
2026-02-01 11:24:50,TX-001,52.118,52.118
2026-02-01 11:24:52,TX-001,72.435,72.435
2026-02-01 11:24:54,TX-001,87.459,87.459
2026-02-01 11:24:56,TX-001,106.889,106.889
2026-02-01 11:24:58,TX-001,183.866,183.866
2026-02-01 11:25:00,TX-001,214.071,214.071
2026-02-01 11:25:02,TX-001,393.806,393.806
2026-02-01 11:25:04,TX-001,619.079,619.079
2026-02-01 11:25:06,TX-001,1243.386,1243.386
2026-02-01 11:25:08,TX-001,2102.776,2102.776
2026-02-01 11:25:10,TX-001,4387.557,4387.557
2026-02-01 11:25:12,TX-001,9501.988,9501.988
2026-02-01 11:25:14,TX-001,22000.317,22000.317
2026-02-01 11:25:16,TX-001,67582.875,67582.875
2026-02-01 11:25:18,TX-001,67630.191,67630.191
2026-02-01 11:25:20,TX-001,67631.167,67631.167
2026-02-01 11:25:22,TX-001,67632.787,67632.787
2026-02-01 11:25:24,TX-001,67639.5,67639.5
2026-02-01 11:25:26,TX-001,67657.159,67657.159
2026-02-01 11:25:28,TX-001,67715.004,67715.004
2026-02-01 11:25:30,TX-001,67817.85,67817.85
2026-02-01 11:25:32,TX-001,67918.566,67918.566
2026-02-01 11:25:34,TX-001,30788.016,30788.016
2026-02-01 11:25:36,TX-001,12214.475,12214.475
2026-02-01 11:25:38,TX-001,6042.694,6042.694
2026-02-01 11:25:40,TX-001,2469.672,2469.672
2026-02-01 11:25:42,TX-001,1201.508,1201.508
2026-02-01 11:25:44,TX-001,880.235,880.235
2026-02-01 11:25:46,TX-001,740.106,740.106
2026-02-01 11:25:48,TX-001,918.074,918.074
2026-02-01 11:25:50,TX-001,1405.004,1405.004
2026-02-01 11:25:52,TX-001,2837.751,2837.751
2026-02-01 11:25:54,TX-001,5052.746,5052.746
2026-02-01 11:25:56,TX-001,14753.226,14753.226
2026-02-01 11:25:58,TX-001,44496.129,44496.129
2026-02-01 11:26:00,TX-001,109939.64,109939.64
2026-02-01 11:26:02,TX-001,346872.219,346872.219
2026-02-01 11:26:04,TX-001,775245.484,775245.484
2026-02-01 11:26:06,TX-001,775230.017,775230.017
2026-02-01 11:26:08,TX-001,775222.009,775222.009
2026-02-01 11:26:10,TX-001,775217.319,775217.319
2026-02-01 11:26:12,TX-001,775217.831,775217.831
2026-02-01 11:26:14,TX-001,775245.398,775245.398
2026-02-01 11:26:16,TX-001,775344.766,775344.766
2026-02-01 11:26:18,TX-001,775648.865,775648.865
2026-02-01 11:26:20,TX-001,775649.807,775649.807
2026-02-01 11:26:22,TX-001,775649.009,775649.009
2026-02-01 11:26:24,TX-001,775649.159,775649.159
2026-02-01 11:26:26,TX-001,775649.207,775649.207
2026-02-01 11:26:28,TX-001,775648.802,775648.802
2026-02-01 11:26:30,TX-001,775648.77,775648.77
2026-02-01 11:26:32,TX-001,247331.21,247331.21
2026-02-01 11:26:34,TX-001,65978.527,65978.527
2026-02-01 11:26:36,TX-001,23033.498,23033.498
2026-02-01 11:26:38,TX-001,7163.499,7163.499
2026-02-01 11:26:40,TX-001,3830.586,3830.586
2026-02-01 11:26:42,TX-001,2727.213,2727.213
2026-02-01 11:26:44,TX-001,2290.202,2290.202
2026-02-01 11:26:46,TX-001,3302.283,3302.283
2026-02-01 11:26:48,TX-001,6398.717,6398.717
2026-02-01 11:26:50,TX-001,12865.133,12865.133
2026-02-01 11:26:52,TX-001,35890.132,35890.132
2026-02-01 11:26:54,TX-001,88733.618,88733.618
2026-02-01 11:26:56,TX-001,275352.064,275352.064
2026-02-01 11:26:58,TX-001,730255.063,730255.063
2026-02-01 11:36:30,TX-001,3322269.442,3322269.442
2026-02-01 11:36:32,TX-001,3311770.326,3311770.326
2026-02-01 11:36:34,TX-001,3306070.487,3306070.487
2026-02-01 11:36:36,TX-001,3304382.57,3304382.57
