timestamp,meter_id,voltage,current,power,kwh,energy_kwh_cum,power_factor,pattern
2026-02-01 11:06:21,MTR-002,TX-001,230.75,88.871,19.32,0.0107,274262.9006
2026-02-01 11:06:21,MTR-003,TX-001,229.52,10.366,2.274,0.0013,79.2056
2026-02-01 11:06:23,MTR-001,TX-001,224.57,4.133,0.908,0.0005,120.6857
2026-02-01 11:06:23,MTR-002,TX-001,225.77,85.778,19.2,0.0107,274262.9113
2026-02-01 11:06:23,MTR-003,TX-001,229.64,11.383,2.527,0.0014,79.207
2026-02-01 11:06:25,MTR-001,TX-001,231.11,3.976,0.898,0.0005,120.6862
2026-02-01 11:06:25,MTR-002,TX-001,229.41,87.659,19.41,0.0108,274262.9221
2026-02-01 11:06:25,MTR-003,TX-001,233.22,20.236,4.613,0.0026,79.2096
2026-02-01 11:06:27,MTR-001,TX-001,232.27,4.207,0.936,0.0005,120.6867
2026-02-01 11:06:27,MTR-002,TX-001,232.2,86.95,19.278,0.0107,274262.9328
2026-02-01 11:06:27,MTR-003,TX-001,230.43,37.881,8.318,0.0046,79.2142
2026-02-01 11:06:29,MTR-001,TX-001,232.45,3.257,0.723,0.0004,120.6871
2026-02-01 11:06:29,MTR-002,TX-001,228.47,90.23,19.547,0.0109,274262.9436
2026-02-01 11:06:29,MTR-003,TX-001,233.55,111.887,24.342,0.0135,79.2277
2026-02-01 11:06:31,MTR-001,TX-001,226.14,3.24,0.677,0.0004,120.6875
2026-02-01 11:06:31,MTR-002,TX-001,229.17,91.862,19.597,0.0109,274262.9545
2026-02-01 11:06:31,MTR-003,TX-001,230.04,325.127,72.378,0.0402,79.2679
2026-02-01 11:06:33,MTR-001,TX-001,228.03,2.884,0.637,0.0004,120.6878
2026-02-01 11:06:33,MTR-002,TX-001,236.42,84.616,19.732,0.011,274262.9655
2026-02-01 11:06:33,MTR-003,TX-001,228.59,183.483,40.399,0.0224,79.2904
2026-02-01 11:06:35,MTR-001,TX-001,237.02,2.901,0.639,0.0004,120.6882
2026-02-01 11:06:35,MTR-002,TX-001,231.48,87.998,19.655,0.0109,274262.9764
2026-02-01 11:06:35,MTR-003,TX-001,230.44,100.17,23.084,0.0128,79.3032
2026-02-01 11:06:37,MTR-001,TX-001,232.02,2.812,0.631,0.0004,120.6885
2026-02-01 11:06:37,MTR-002,TX-001,231.33,90.381,19.571,0.0109,274262.9873
2026-02-01 11:06:37,MTR-003,TX-001,227.59,33.63,7.213,0.004,79.3072
2026-02-01 11:06:39,MTR-001,TX-001,228.69,2.883,0.634,0.0004,120.6889
2026-02-01 11:06:39,MTR-002,TX-001,231.49,90.819,19.596,0.0109,274262.9982
2026-02-01 11:06:39,MTR-003,TX-001,230.51,18.667,4.04,0.0022,79.3095
2026-02-01 11:06:41,MTR-001,TX-001,228.58,2.172,0.476,0.0003,120.6891
2026-02-01 11:06:41,MTR-002,TX-001,236.49,85.38,19.602,0.0109,274263.0091
2026-02-01 11:06:41,MTR-003,TX-001,226.57,19.551,4.016,0.0022,79.3117
2026-02-01 11:06:43,MTR-001,TX-001,228.81,3.955,0.849,0.0005,120.6896
2026-02-01 11:06:43,MTR-002,TX-001,236.62,89.853,19.943,0.0111,274263.0201
2026-02-01 11:06:43,MTR-003,TX-001,229.87,18.302,3.963,0.0022,79.3139
2026-02-01 11:06:45,MTR-001,TX-001,232.84,3.877,0.865,0.0005,120.6901
2026-02-01 11:06:45,MTR-002,TX-001,225.09,94.134,20.052,0.0111,274263.0313
2026-02-01 11:06:45,MTR-003,TX-001,233.09,16.835,3.809,0.0021,79.316
2026-02-01 11:06:47,MTR-001,TX-001,231.76,4.43,0.975,0.0005,120.6906
2026-02-01 11:06:47,MTR-002,TX-001,234.75,86.185,19.929,0.0111,274263.0423
2026-02-01 11:06:47,MTR-003,TX-001,234.11,17.423,3.831,0.0021,79.3181
2026-02-01 11:06:49,MTR-001,TX-001,231.96,3.602,0.827,0.0005,120.6911
2026-02-01 11:06:49,MTR-002,TX-001,230.51,90.292,19.917,0.0111,274263.0534
2026-02-01 11:06:49,MTR-003,TX-001,229.71,18.666,4.006,0.0022,79.3204
2026-02-01 11:06:51,MTR-001,TX-001,227.35,4.788,1.044,0.0006,120.6917
2026-02-01 11:06:51,MTR-002,TX-001,228.7,86.618,19.743,0.011,274263.0644
2026-02-01 11:06:51,MTR-003,TX-001,227.3,19.285,4.15,0.0023,79.3227
2026-02-01 11:06:53,MTR-001,TX-001,231.28,5.323,1.155,0.0006,120.6923
2026-02-01 11:06:53,MTR-002,TX-001,227.72,90.45,19.955,0.0111,274263.0755
2026-02-01 11:06:53,MTR-003,TX-001,222.93,19.365,4.24,0.0024,79.325
2026-02-01 11:06:55,MTR-001,TX-001,227.92,5.58,1.238,0.0007,120.693
2026-02-01 11:06:55,MTR-002,TX-001,225.98,91.973,20.049,0.0111,274263.0866
2026-02-01 11:06:55,MTR-003,TX-001,233.24,19.414,4.276,0.0024,79.3274
2026-02-01 11:06:57,MTR-001,TX-001,235.05,6.912,1.53,0.0008,120.6938
2026-02-01 11:06:57,MTR-002,TX-001,229.64,89.766,20.085,0.0112,274263.0978
2026-02-01 11:06:57,MTR-003,TX-001,230.56,18.892,4.356,0.0024,79.3298
2026-02-01 11:06:59,MTR-001,TX-001,235.78,6.976,1.598,0.0009,120.6947
2026-02-01 11:06:59,MTR-002,TX-001,227.75,88.722,19.848,0.011,274263.1088
2026-02-01 11:06:59,MTR-003,TX-001,230.93,18.713,4.105,0.0023,79.3321
2026-02-01 11:07:01,MTR-001,TX-001,231.27,7.984,1.757,0.001,120.6957
2026-02-01 11:07:01,MTR-002,TX-001,232.92,88.128,19.605,0.0109,274263.1197
2026-02-01 11:07:01,MTR-003,TX-001,225.48,18.647,4.01,0.0022,79.3343
2026-02-01 11:07:03,MTR-001,TX-001,226.62,6.716,1.475,0.0008,120.6965
2026-02-01 11:07:03,MTR-002,TX-001,227.8,91.006,19.738,0.011,274263.1306
2026-02-01 11:07:03,MTR-003,TX-001,226.58,17.849,3.927,0.0022,79.3365
2026-02-01 11:07:05,MTR-001,TX-001,229.8,6.557,1.46,0.0008,120.6973
2026-02-01 11:07:05,MTR-002,TX-001,230.95,89.317,20.031,0.0111,274263.1418
2026-02-01 11:07:05,MTR-003,TX-001,225.14,17.274,3.734,0.0021,79.3386
2026-02-01 11:07:07,MTR-001,TX-001,228.53,6.705,1.515,0.0008,120.6982
2026-02-01 11:07:07,MTR-002,TX-001,234.13,93.219,20.159,0.0112,274263.153
2026-02-01 11:07:07,MTR-003,TX-001,225.5,18.771,3.868,0.0021,79.3407
2026-02-01 11:07:09,MTR-001,TX-001,233.73,7.304,1.628,0.0009,120.6991
2026-02-01 11:07:09,MTR-002,TX-001,230.83,90.764,19.981,0.0111,274263.1641
2026-02-01 11:07:09,MTR-003,TX-001,225.89,18.783,3.998,0.0022,79.343
2026-02-01 11:07:11,MTR-001,TX-001,223.0,2.068,0.447,0.0002,120.6993
2026-02-01 11:07:11,MTR-002,TX-001,232.9,38.367,8.19,0.0046,274263.1686
2026-02-01 11:07:11,MTR-003,TX-001,229.19,17.448,3.864,0.0021,79.3451
2026-02-01 11:07:13,MTR-001,TX-001,231.37,0.809,0.183,0.0001,120.6994
2026-02-01 11:07:13,MTR-002,TX-001,235.94,9.889,2.228,0.0012,274263.1699
2026-02-01 11:07:13,MTR-003,TX-001,226.39,17.649,3.762,0.0021,79.3472
2026-02-01 11:07:15,MTR-001,TX-001,232.6,0.302,0.067,0.0,120.6995
2026-02-01 11:07:15,MTR-002,TX-001,228.65,2.524,0.549,0.0003,274263.1702
2026-02-01 11:07:15,MTR-003,TX-001,232.94,16.893,3.841,0.0021,79.3493
2026-02-01 11:07:17,MTR-001,TX-001,232.0,0.23,0.05,0.0,120.6995
2026-02-01 11:07:17,MTR-002,TX-001,228.87,0.857,0.191,0.0001,274263.1703
2026-02-01 11:07:17,MTR-003,TX-001,231.09,17.259,3.795,0.0021,79.3514
2026-02-01 11:07:19,MTR-001,TX-001,229.28,0.329,0.072,0.0,120.6995
